location_code,id
M01-1L,84554
M01-2L,84555
M01-3L,84556
M01-4L,84557
M01-1R,84558
M01-2R,84559
M01-3R,84560
M01-4R,84561
M02-1L,84562
M02-2L,84563
M02-3L,84564
M02-4L,84565
M02-1R,84566
M02-2R,84567
M02-3R,84568
M02-4R,84569
M03-1L,84570
M03-2L,84571
M03-3L,84572
M03-4L,84573
M03-1R,84574
M03-2R,84575
M03-3R,84576
M03-4R,84577
M04-1L,84578
M04-2L,84579
M04-3L,84580
M04-4L,84581
M04-1R,84582
M04-2R,84583
M04-3R,84584
M04-4R,84585
M05-1L,84586
M05-2L,84587
M05-3L,84588
M05-4L,84589
M05-1R,84590
M05-2R,84591
M05-3R,84592
M05-4R,84593
N01-1L,84594
N01-2L,84595
N01-3L,84596
N01-4L,84597
N01-1R,84598
N01-2R,84599
N01-3R,84600
N01-4R,84601
N02-1L,84602
N02-2L,84603
N02-3L,84604
N02-4L,84605
N02-1R,84606
N02-2R,84607
N02-3R,84608
N02-4R,84609
N03-1L,84610
N03-2L,84611
N03-3L,84612
N03-4L,84613
N03-1R,84614
N03-2R,84615
N03-3R,84616
N03-4R,84617
N04-1L,84618
N04-2L,84619
N04-3L,84620
N04-4L,84621
N04-1R,84622
N04-2R,84623
N04-3R,84624
N04-4R,84625
N05-1L,84626
N05-2L,84627
N05-3L,84628
N05-4L,84629
N05-1R,84630
N05-2R,84631
N05-3R,84632
N05-4R,84633
O01-1L,84634
O01-2L,84635
O01-3L,84636
O01-4L,84637
O01-1R,84638
O01-2R,84639
O01-3R,84640
O01-4R,84641
O02-1L,84642
O02-2L,84643
O02-3L,84644
O02-4L,84645
O02-1R,84646
O02-2R,84647
O02-3R,84648
O02-4R,84649
O03-1L,84650
O03-2L,84651
O03-3L,84652
O03-4L,84653
O03-1R,84654
O03-2R,84655
O03-3R,84656
O03-4R,84657
O04-1L,84658
O04-2L,84659
O04-3L,84660
O04-4L,84661
O04-1R,84662
O04-2R,84663
O04-3R,84664
O04-4R,84665
O05-1L,84666
O05-2L,84667
O05-3L,84668
O05-4L,84669
O05-1R,84670
O05-2R,84671
O05-3R,84672
O05-4R,84673
O06-1L,84674
O06-2L,84675
O06-3L,84676
O06-4L,84677
O06-1R,84678
O06-2R,84679
O06-3R,84680
O06-4R,84681
P01-1L,84682
P01-2L,84683
P01-3L,84684
P01-4L,84685
P01-1R,84686
P01-2R,84687
P01-3R,84688
P01-4R,84689
P02-1L,84690
P02-2L,84691
P02-3L,84692
P02-4L,84693
P02-1R,84694
P02-2R,84695
P02-3R,84696
P02-4R,84697
P03-1L,84698
P03-2L,84699
P03-3L,84700
P03-4L,84701
P03-1R,84702
P03-2R,84703
P03-3R,84704
P03-4R,84705
P04-1L,84706
P04-2L,84707
P04-3L,84708
P04-4L,84709
P04-1R,84710
P04-2R,84711
P04-3R,84712
P04-4R,84713
P05-1L,84714
P05-2L,84715
P05-3L,84716
P05-4L,84717
P05-1R,84718
P05-2R,84719
P05-3R,84720
P05-4R,84721
P06-1L,84722
P06-2L,84723
P06-3L,84724
P06-4L,84725
P06-1R,84726
P06-2R,84727
P06-3R,84728
P06-4R,84729
P07-1L,84730
P07-2L,84731
P07-3L,84732
P07-4L,84733
P07-1R,84734
P07-2R,84735
P07-3R,84736
P07-4R,84737
Q01-1L,84738
Q01-2L,84739
Q01-3L,84740
Q01-4L,84741
Q01-1R,84742
Q01-2R,84743
Q01-3R,84744
Q01-4R,84745
Q02-1L,84746
Q02-2L,84747
Q02-3L,84748
Q02-4L,84749
Q02-1R,84750
Q02-2R,84751
Q02-3R,84752
Q02-4R,84753
Q03-1L,84754
Q03-2L,84755
Q03-3L,84756
Q03-4L,84757
Q03-1R,84758
Q03-2R,84759
Q03-3R,84760
Q03-4R,84761
Q04-1L,84762
Q04-2L,84763
Q04-3L,84764
Q04-4L,84765
Q04-1R,84766
Q04-2R,84767
Q04-3R,84768
Q04-4R,84769
Q05-1L,84770
Q05-2L,84771
Q05-3L,84772
Q05-4L,84773
Q05-1R,84774
Q05-2R,84775
Q05-3R,84776
Q05-4R,84777
Q06-1L,84778
Q06-2L,84779
Q06-3L,84780
Q06-4L,84781
Q06-1R,84782
Q06-2R,84783
Q06-3R,84784
Q06-4R,84785
Q07-1L,84786
Q07-2L,84787
Q07-3L,84788
Q07-4L,84789
Q07-1R,84790
Q07-2R,84791
Q07-3R,84792
Q07-4R,84793
R01-1L,84794
R01-2L,84795
R01-3L,84796
R01-4L,84797
R01-1R,84798
R01-2R,84799
R01-3R,84800
R01-4R,84801
R02-1L,84802
R02-2L,84803
R02-3L,84804
R02-4L,84805
R02-1R,84806
R02-2R,84807
R02-3R,84808
R02-4R,84809
R03-1L,84810
R03-2L,84811
R03-3L,84812
R03-4L,84813
R03-1R,84814
R03-2R,84815
R03-3R,84816
R03-4R,84817
R04-1L,84818
R04-2L,84819
R04-3L,84820
R04-4L,84821
R04-1R,84822
R04-2R,84823
R04-3R,84824
R04-4R,84825
R05-1L,84826
R05-2L,84827
R05-3L,84828
R05-4L,84829
R05-1R,84830
R05-2R,84831
R05-3R,84832
R05-4R,84833
R06-1L,84834
R06-2L,84835
R06-3L,84836
R06-4L,84837
R06-1R,84838
R06-2R,84839
R06-3R,84840
R06-4R,84841
R07-1L,84842
R07-2L,84843
R07-3L,84844
R07-4L,84845
R07-1R,84846
R07-2R,84847
R07-3R,84848
R07-4R,84849
S01-1L,84850
S01-2L,84851
S01-3L,84852
S01-4L,84853
S01-1R,84854
S01-2R,84855
S01-3R,84856
S01-4R,84857
S02-1L,84858
S02-2L,84859
S02-3L,84860
S02-4L,84861
S02-1R,84862
S02-2R,84863
S02-3R,84864
S02-4R,84865
S03-1L,84866
S03-2L,84867
S03-3L,84868
S03-4L,84869
S03-1R,84870
S03-2R,84871
S03-3R,84872
S03-4R,84873
S04-1L,84874
S04-2L,84875
S04-3L,84876
S04-4L,84877
S04-1R,84878
S04-2R,84879
S04-3R,84880
S04-4R,84881
S05-1L,84882
S05-2L,84883
S05-3L,84884
S05-4L,84885
S05-1R,84886
S05-2R,84887
S05-3R,84888
S05-4R,84889
S06-1L,84890
S06-2L,84891
S06-3L,84892
S06-4L,84893
S06-1R,84894
S06-2R,84895
S06-3R,84896
S06-4R,84897
S07-1L,84898
S07-2L,84899
S07-3L,84900
S07-4L,84901
S07-1R,84902
S07-2R,84903
S07-3R,84904
S07-4R,84905
T01-1L,84906
T01-2L,84907
T01-3L,84908
T01-4L,84909
T01-1R,84910
T01-2R,84911
T01-3R,84912
T01-4R,84913
T02-1L,84914
T02-2L,84915
T02-3L,84916
T02-4L,84917
T02-1R,84918
T02-2R,84919
T02-3R,84920
T02-4R,84921
T03-1L,84922
T03-2L,84923
T03-3L,84924
T03-4L,84925
T03-1R,84926
T03-2R,84927
T03-3R,84928
T03-4R,84929
T04-1L,84930
T04-2L,84931
T04-3L,84932
T04-4L,84933
T04-1R,84934
T04-2R,84935
T04-3R,84936
T04-4R,84937
T05-1L,84938
T05-2L,84939
T05-3L,84940
T05-4L,84941
T05-1R,84942
T05-2R,84943
T05-3R,84944
T05-4R,84945
T06-1L,84946
T06-2L,84947
T06-3L,84948
T06-4L,84949
T06-1R,84950
T06-2R,84951
T06-3R,84952
T06-4R,84953
T07-1L,84954
T07-2L,84955
T07-3L,84956
T07-4L,84957
T07-1R,84958
T07-2R,84959
T07-3R,84960
T07-4R,84961
U01-1L,84962
U01-2L,84963
U01-3L,84964
U01-4L,84965
U01-1R,84966
U01-2R,84967
U01-3R,84968
U01-4R,84969
U02-1L,84970
U02-2L,84971
U02-3L,84972
U02-4L,84973
U02-1R,84974
U02-2R,84975
U02-3R,84976
U02-4R,84977
U03-1L,84978
U03-2L,84979
U03-3L,84980
U03-4L,84981
U03-1R,84982
U03-2R,84983
U03-3R,84984
U03-4R,84985
U04-1L,84986
U04-2L,84987
U04-3L,84988
U04-4L,84989
U04-1R,84990
U04-2R,84991
U04-3R,84992
U04-4R,84993
U05-1L,84994
U05-2L,84995
U05-3L,84996
U05-4L,84997
U05-1R,84998
U05-2R,84999
U05-3R,85000
U05-4R,85001
U06-1L,85002
U06-2L,85003
U06-3L,85004
U06-4L,85005
U06-1R,85006
U06-2R,85007
U06-3R,85008
U06-4R,85009
U07-1L,85010
U07-2L,85011
U07-3L,85012
U07-4L,85013
U07-1R,85014
U07-2R,85015
U07-3R,85016
U07-4R,85017
V01-1L,85018
V01-2L,85019
V01-3L,85020
V01-4L,85021
V01-1R,85022
V01-2R,85023
V01-3R,85024
V01-4R,85025
V02-1L,85026
V02-2L,85027
V02-3L,85028
V02-4L,85029
V02-1R,85030
V02-2R,85031
V02-3R,85032
V02-4R,85033
V03-1L,85034
V03-2L,85035
V03-3L,85036
V03-4L,85037
V03-1R,85038
V03-2R,85039
V03-3R,85040
V03-4R,85041
V04-1L,85042
V04-2L,85043
V04-3L,85044
V04-4L,85045
V04-1R,85046
V04-2R,85047
V04-3R,85048
V04-4R,85049
V05-1L,85050
V05-2L,85051
V05-3L,85052
V05-4L,85053
V05-1R,85054
V05-2R,85055
V05-3R,85056
V05-4R,85057
V06-1L,85058
V06-2L,85059
V06-3L,85060
V06-4L,85061
V06-1R,85062
V06-2R,85063
V06-3R,85064
V06-4R,85065
V07-1L,85066
V07-2L,85067
V07-3L,85068
V07-4L,85069
V07-1R,85070
V07-2R,85071
V07-3R,85072
V07-4R,85073
